point	title	description	icon	iconSize	iconOffset
42.917976,-2.046864			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918001,-2.046879			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918026,-2.046893			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91805,-2.046907			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918075,-2.046921			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.9181,-2.046936			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918125,-2.04695			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91815,-2.046965			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918174,-2.046979			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918199,-2.046994			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918224,-2.047008			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918249,-2.047023			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918273,-2.047038			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918298,-2.047052			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918323,-2.047067			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918348,-2.047081			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918372,-2.047096			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918395,-2.047115			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918414,-2.047141			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918433,-2.047166			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918453,-2.047192			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918472,-2.047218			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918487,-2.047248			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.9185,-2.04728			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918513,-2.047312			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918527,-2.047344			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918537,-2.047377			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918543,-2.047413			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918549,-2.047449			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918554,-2.047485			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91856,-2.047521			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918566,-2.047557			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918572,-2.047593			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918577,-2.047628			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918583,-2.047664			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918589,-2.0477			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.918594,-2.047736			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.9186,-2.047772			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2

