point	title	description	icon	iconSize	iconOffset
42.864231,-1.718601			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864246,-1.718632			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864261,-1.718662			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864276,-1.718693			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864291,-1.718723			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864305,-1.718754			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86432,-1.718784			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864335,-1.718815			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86435,-1.718845			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864365,-1.718876			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86438,-1.718907			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864395,-1.718937			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86441,-1.718967			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864426,-1.718998			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864441,-1.719028			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864456,-1.719058			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864472,-1.719088			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864487,-1.719118			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864502,-1.719148			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864518,-1.719179			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864533,-1.719209			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864549,-1.719239			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864564,-1.719269			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864579,-1.719299			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864595,-1.719329			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86461,-1.71936			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864625,-1.71939			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864641,-1.71942			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864656,-1.71945			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864671,-1.71948			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864687,-1.71951			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864702,-1.71954			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864717,-1.719571			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864733,-1.719601			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864748,-1.719631			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864763,-1.719661			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864779,-1.719692			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2

